date,value,dataelement_text,ratelevel_text,industry_text,state_text,sizeclass_text,val_type_text
2024-10-01,0.544578313253012,Labor Leverage,Ratio,Total nonfarm,New York,All size classes,yoy_map
2024-10-01,0.3614457831325302,Labor Leverage,Ratio,Total nonfarm,Minnesota,All size classes,yoy_map
2024-10-01,0.08169934640522891,Labor Leverage,Ratio,Total nonfarm,Ohio,All size classes,yoy_map
2024-10-01,0.07543520309477714,Labor Leverage,Ratio,Total nonfarm,California,All size classes,yoy_map
2024-10-01,-0.011290322580645218,Labor Leverage,Ratio,Total nonfarm,Kansas,All size classes,yoy_map
2024-10-01,-0.0239520958083832,Labor Leverage,Ratio,Total nonfarm,Missouri,All size classes,yoy_map
2024-10-01,-0.024460431654676262,Labor Leverage,Ratio,Total nonfarm,South Dakota,All size classes,yoy_map
2024-10-01,-0.03417721518987338,Labor Leverage,Ratio,Total nonfarm,Indiana,All size classes,yoy_map
2024-10-01,-0.03860294117647056,Labor Leverage,Ratio,Total nonfarm,Michigan,All size classes,yoy_map
2024-10-01,-0.04947526236881572,Labor Leverage,Ratio,Total nonfarm,North Dakota,All size classes,yoy_map
2024-10-01,-0.05308464849354366,Labor Leverage,Ratio,Total nonfarm,Alabama,All size classes,yoy_map
2024-10-01,-0.06399999999999995,Labor Leverage,Ratio,Total nonfarm,Rhode Island,All size classes,yoy_map
2024-10-01,-0.08067542213883683,Labor Leverage,Ratio,Total nonfarm,Maine,All size classes,yoy_map
2024-10-01,-0.08895265423242449,Labor Leverage,Ratio,Total nonfarm,Iowa,All size classes,yoy_map
2024-10-01,-0.09742647058823528,Labor Leverage,Ratio,Total nonfarm,Connecticut,All size classes,yoy_map
2024-10-01,-0.10256410256410253,Labor Leverage,Ratio,Total nonfarm,Wisconsin,All size classes,yoy_map
2024-10-01,-0.11267605633802813,Labor Leverage,Ratio,Total nonfarm,Virginia,All size classes,yoy_map
2024-10-01,-0.13874999999999993,Labor Leverage,Ratio,Total nonfarm,Mississippi,All size classes,yoy_map
2024-10-01,-0.14884393063583823,Labor Leverage,Ratio,Total nonfarm,Maryland,All size classes,yoy_map
2024-10-01,-0.17115902964959573,Labor Leverage,Ratio,Total nonfarm,Wyoming,All size classes,yoy_map
2024-10-01,-0.172360248447205,Labor Leverage,Ratio,Total nonfarm,North Carolina,All size classes,yoy_map
2024-10-01,-0.17301038062283736,Labor Leverage,Ratio,Total nonfarm,Washington,All size classes,yoy_map
2024-10-01,-0.17728531855955687,Labor Leverage,Ratio,Total nonfarm,Arizona,All size classes,yoy_map
2024-10-01,-0.17852161785216192,Labor Leverage,Ratio,Total nonfarm,District of Columbia,All size classes,yoy_map
