date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-03-01,Monthly,3.2266666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Florida,Seasonally Adjusted,Map
2025-03-01,Monthly,2.5899999999999994,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Oklahoma,Seasonally Adjusted,Map
2025-03-01,Monthly,2.4733333333333327,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,South Carolina,Seasonally Adjusted,Map
2025-03-01,Monthly,2.3933333333333326,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Tennessee,Seasonally Adjusted,Map
2025-03-01,Monthly,2.3899999999999997,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Missouri,Seasonally Adjusted,Map
2025-03-01,Monthly,2.3466666666666662,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Kansas,Seasonally Adjusted,Map
2025-03-01,Monthly,2.2833333333333328,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Mississippi,Seasonally Adjusted,Map
2025-03-01,Monthly,2.28,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Pennsylvania,Seasonally Adjusted,Map
2025-03-01,Monthly,2.25,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Alabama,Seasonally Adjusted,Map
2025-03-01,Monthly,2.2266666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,North Carolina,Seasonally Adjusted,Map
2025-03-01,Monthly,2.1966666666666663,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Minnesota,Seasonally Adjusted,Map
2025-03-01,Monthly,2.196666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Wisconsin,Seasonally Adjusted,Map
2025-03-01,Monthly,2.19,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Arkansas,Seasonally Adjusted,Map
2025-03-01,Monthly,2.1699999999999995,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,West Virginia,Seasonally Adjusted,Map
2025-03-01,Monthly,2.146666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,South Dakota,Seasonally Adjusted,Map
2025-03-01,Monthly,2.1166666666666667,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Louisiana,Seasonally Adjusted,Map
2025-03-01,Monthly,2.09,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Illinois,Seasonally Adjusted,Map
2025-03-01,Monthly,2.0766666666666658,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Texas,Seasonally Adjusted,Map
2025-03-01,Monthly,2.07,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Ohio,Seasonally Adjusted,Map
2025-03-01,Monthly,2.033333333333333,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Indiana,Seasonally Adjusted,Map
2025-03-01,Monthly,2.0066666666666664,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Iowa,Seasonally Adjusted,Map
2025-03-01,Monthly,1.993333333333333,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Oregon,Seasonally Adjusted,Map
2025-03-01,Monthly,1.9733333333333334,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,New York,Seasonally Adjusted,Map
2025-03-01,Monthly,1.9666666666666668,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,District of Columbia,Seasonally Adjusted,Map
2025-03-01,Monthly,1.96,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Maryland,Seasonally Adjusted,Map
2025-03-01,Monthly,1.9499999999999993,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Wyoming,Seasonally Adjusted,Map
2025-03-01,Monthly,1.946666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Virginia,Seasonally Adjusted,Map
2025-03-01,Monthly,1.9433333333333334,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Delaware,Seasonally Adjusted,Map
2025-03-01,Monthly,1.9199999999999997,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Michigan,Seasonally Adjusted,Map
2025-03-01,Monthly,1.8933333333333333,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Nebraska,Seasonally Adjusted,Map
2025-03-01,Monthly,1.88,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,California,Seasonally Adjusted,Map
2025-03-01,Monthly,1.8599999999999997,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Arizona,Seasonally Adjusted,Map
2025-03-01,Monthly,1.8533333333333333,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Idaho,Seasonally Adjusted,Map
2025-03-01,Monthly,1.84,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Georgia,Seasonally Adjusted,Map
2025-03-01,Monthly,1.7999999999999998,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Kentucky,Seasonally Adjusted,Map
2025-03-01,Monthly,1.7999999999999998,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,North Dakota,Seasonally Adjusted,Map
2025-03-01,Monthly,1.79,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,New Mexico,Seasonally Adjusted,Map
2025-03-01,Monthly,1.766666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Utah,Seasonally Adjusted,Map
