date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-04-01,Monthly,3.9666666666666663,Quits,Rate,Current,Trail 3,Nation,US,Leisure and hospitality,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.5,Quits,Rate,Current,Trail 3,Nation,US,Other services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.466666666666667,Quits,Rate,Current,Trail 3,Nation,US,Professional and business services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.233333333333333,Quits,Rate,Current,Trail 3,Nation,US,"Trade, transportation, and utilities",All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.066666666666667,Quits,Rate,Current,Trail 3,Nation,US,Mining and logging,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.033333333333333,Quits,Rate,Current,Trail 3,Nation,US,Total nonfarm,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2,Quits,Rate,Current,Trail 3,Nation,US,Construction,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,1.9333333333333333,Quits,Rate,Current,Trail 3,Nation,US,Private education and health services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,1.4333333333333333,Quits,Rate,Current,Trail 3,Nation,US,Manufacturing,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,1.4000000000000001,Quits,Rate,Current,Trail 3,Nation,US,Financial activities,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,1.1333333333333333,Quits,Rate,Current,Trail 3,Nation,US,Information,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,0.8000000000000002,Quits,Rate,Current,Trail 3,Nation,US,Government,All size classes,Seasonally adjusted,Bar
