date,value,dataelement_text,ratelevel_text,industry_text,state_text,sizeclass_text,val_type_text
2024-12-01,0.6136363636363635,Layoffs And Discharges,Rate,Total nonfarm,Rhode Island,All size classes,yoy_map
2024-12-01,0.5161290322580643,Layoffs And Discharges,Rate,Total nonfarm,Michigan,All size classes,yoy_map
2024-12-01,0.3846153846153846,Layoffs And Discharges,Rate,Total nonfarm,Kansas,All size classes,yoy_map
2024-12-01,0.3448275862068966,Layoffs And Discharges,Rate,Total nonfarm,Tennessee,All size classes,yoy_map
2024-12-01,0.2962962962962963,Layoffs And Discharges,Rate,Total nonfarm,Kentucky,All size classes,yoy_map
2024-12-01,0.29032258064516103,Layoffs And Discharges,Rate,Total nonfarm,North Dakota,All size classes,yoy_map
2024-12-01,0.2592592592592595,Layoffs And Discharges,Rate,Total nonfarm,Georgia,All size classes,yoy_map
2024-12-01,0.25806451612903225,Layoffs And Discharges,Rate,Total nonfarm,Colorado,All size classes,yoy_map
2024-12-01,0.24242424242424243,Layoffs And Discharges,Rate,Total nonfarm,New Hampshire,All size classes,yoy_map
2024-12-01,0.23333333333333317,Layoffs And Discharges,Rate,Total nonfarm,South Carolina,All size classes,yoy_map
2024-12-01,0.21212121212121215,Layoffs And Discharges,Rate,Total nonfarm,Connecticut,All size classes,yoy_map
2024-12-01,0.19354838709677402,Layoffs And Discharges,Rate,Total nonfarm,California,All size classes,yoy_map
2024-12-01,0.19354838709677402,Layoffs And Discharges,Rate,Total nonfarm,South Dakota,All size classes,yoy_map
2024-12-01,0.1923076923076923,Layoffs And Discharges,Rate,Total nonfarm,Illinois,All size classes,yoy_map
2024-12-01,0.18518518518518512,Layoffs And Discharges,Rate,Total nonfarm,Iowa,All size classes,yoy_map
2024-12-01,0.1724137931034484,Layoffs And Discharges,Rate,Total nonfarm,Maryland,All size classes,yoy_map
2024-12-01,0.16666666666666674,Layoffs And Discharges,Rate,Total nonfarm,New Mexico,All size classes,yoy_map
2024-12-01,0.16666666666666674,Layoffs And Discharges,Rate,Total nonfarm,Oregon,All size classes,yoy_map
2024-12-01,0.16129032258064502,Layoffs And Discharges,Rate,Total nonfarm,Oklahoma,All size classes,yoy_map
2024-12-01,0.15999999999999992,Layoffs And Discharges,Rate,Total nonfarm,Minnesota,All size classes,yoy_map
2024-12-01,0.15384615384615397,Layoffs And Discharges,Rate,Total nonfarm,Vermont,All size classes,yoy_map
2024-12-01,0.1470588235294117,Layoffs And Discharges,Rate,Total nonfarm,Utah,All size classes,yoy_map
2024-12-01,0.1428571428571428,Layoffs And Discharges,Rate,Total nonfarm,Nebraska,All size classes,yoy_map
2024-12-01,0.1333333333333333,Layoffs And Discharges,Rate,Total nonfarm,Delaware,All size classes,yoy_map
2024-12-01,0.11764705882352944,Layoffs And Discharges,Rate,Total nonfarm,Alaska,All size classes,yoy_map
