date,value,dataelement_text,ratelevel_text,industry_text,state_text,sizeclass_text,val_type_text
2025-01-01,0.19594594594594605,Job Openings,Rate,Total nonfarm,Arizona,All size classes,yoy_map
2025-01-01,0.16463414634146334,Job Openings,Rate,Total nonfarm,Kentucky,All size classes,yoy_map
2025-01-01,0.02614379084967311,Job Openings,Rate,Total nonfarm,Vermont,All size classes,yoy_map
2025-01-01,0.012048192771084265,Job Openings,Rate,Total nonfarm,Georgia,All size classes,yoy_map
2025-01-01,0.006172839506172867,Job Openings,Rate,Total nonfarm,North Carolina,All size classes,yoy_map
2025-01-01,-0.014184397163120699,Job Openings,Rate,Total nonfarm,New York,All size classes,yoy_map
2025-01-01,-0.0235294117647058,Job Openings,Rate,Total nonfarm,Arkansas,All size classes,yoy_map
2025-01-01,-0.027932960893854664,Job Openings,Rate,Total nonfarm,Virginia,All size classes,yoy_map
2025-01-01,-0.03521126760563387,Job Openings,Rate,Total nonfarm,Indiana,All size classes,yoy_map
2025-01-01,-0.048192771084337505,Job Openings,Rate,Total nonfarm,Alabama,All size classes,yoy_map
2025-01-01,-0.05524861878453047,Job Openings,Rate,Total nonfarm,New Mexico,All size classes,yoy_map
2025-01-01,-0.06432748538011701,Job Openings,Rate,Total nonfarm,Missouri,All size classes,yoy_map
2025-01-01,-0.06578947368421051,Job Openings,Rate,Total nonfarm,Florida,All size classes,yoy_map
2025-01-01,-0.08108108108108114,Job Openings,Rate,Total nonfarm,Connecticut,All size classes,yoy_map
2025-01-01,-0.0828402366863904,Job Openings,Rate,Total nonfarm,Rhode Island,All size classes,yoy_map
2025-01-01,-0.08720930232558144,Job Openings,Rate,Total nonfarm,Massachusetts,All size classes,yoy_map
2025-01-01,-0.09022556390977432,Job Openings,Rate,Total nonfarm,Hawaii,All size classes,yoy_map
2025-01-01,-0.09937888198757783,Job Openings,Rate,Total nonfarm,Kansas,All size classes,yoy_map
2025-01-01,-0.10067114093959728,Job Openings,Rate,Total nonfarm,Utah,All size classes,yoy_map
2025-01-01,-0.10240963855421692,Job Openings,Rate,Total nonfarm,Ohio,All size classes,yoy_map
2025-01-01,-0.10404624277456642,Job Openings,Rate,Total nonfarm,Louisiana,All size classes,yoy_map
2025-01-01,-0.10852713178294571,Job Openings,Rate,Total nonfarm,California,All size classes,yoy_map
2025-01-01,-0.1103448275862069,Job Openings,Rate,Total nonfarm,District of Columbia,All size classes,yoy_map
2025-01-01,-0.11111111111111116,Job Openings,Rate,Total nonfarm,Minnesota,All size classes,yoy_map
2025-01-01,-0.11188811188811187,Job Openings,Rate,Total nonfarm,New Jersey,All size classes,yoy_map
2025-01-01,-0.11656441717791399,Job Openings,Rate,Total nonfarm,New Hampshire,All size classes,yoy_map
2025-01-01,-0.11851851851851847,Job Openings,Rate,Total nonfarm,Washington,All size classes,yoy_map
2025-01-01,-0.11961722488038273,Job Openings,Rate,Total nonfarm,West Virginia,All size classes,yoy_map
2025-01-01,-0.1292134831460674,Job Openings,Rate,Total nonfarm,North Dakota,All size classes,yoy_map
2025-01-01,-0.13253012048192758,Job Openings,Rate,Total nonfarm,Idaho,All size classes,yoy_map
2025-01-01,-0.13253012048192792,Job Openings,Rate,Total nonfarm,Oregon,All size classes,yoy_map
2025-01-01,-0.136842105263158,Job Openings,Rate,Total nonfarm,Montana,All size classes,yoy_map
2025-01-01,-0.1404494382022471,Job Openings,Rate,Total nonfarm,Oklahoma,All size classes,yoy_map
2025-01-01,-0.14375000000000004,Job Openings,Rate,Total nonfarm,Nevada,All size classes,yoy_map
2025-01-01,-0.1499999999999999,Job Openings,Rate,Total nonfarm,Wyoming,All size classes,yoy_map
2025-01-01,-0.15094339622641517,Job Openings,Rate,Total nonfarm,Tennessee,All size classes,yoy_map
2025-01-01,-0.15189873417721533,Job Openings,Rate,Total nonfarm,Nebraska,All size classes,yoy_map
2025-01-01,-0.15909090909090906,Job Openings,Rate,Total nonfarm,Alaska,All size classes,yoy_map
2025-01-01,-0.16201117318435743,Job Openings,Rate,Total nonfarm,Mississippi,All size classes,yoy_map
2025-01-01,-0.16774193548387106,Job Openings,Rate,Total nonfarm,Iowa,All size classes,yoy_map
2025-01-01,-0.16836734693877553,Job Openings,Rate,Total nonfarm,South Carolina,All size classes,yoy_map
2025-01-01,-0.17543859649122806,Job Openings,Rate,Total nonfarm,Delaware,All size classes,yoy_map
2025-01-01,-0.19767441860465107,Job Openings,Rate,Total nonfarm,Wisconsin,All size classes,yoy_map
2025-01-01,-0.19786096256684493,Job Openings,Rate,Total nonfarm,Maine,All size classes,yoy_map
2025-01-01,-0.22159090909090906,Job Openings,Rate,Total nonfarm,South Dakota,All size classes,yoy_map
2025-01-01,-0.22619047619047628,Job Openings,Rate,Total nonfarm,Pennsylvania,All size classes,yoy_map
2025-01-01,-0.23668639053254437,Job Openings,Rate,Total nonfarm,Michigan,All size classes,yoy_map
2025-01-01,-0.2586206896551724,Job Openings,Rate,Total nonfarm,Illinois,All size classes,yoy_map
2025-01-01,-0.26627218934911234,Job Openings,Rate,Total nonfarm,Texas,All size classes,yoy_map
2025-01-01,-0.29591836734693877,Job Openings,Rate,Total nonfarm,Maryland,All size classes,yoy_map
2025-01-01,-0.31034482758620685,Job Openings,Rate,Total nonfarm,Colorado,All size classes,yoy_map
