date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-04-01,Monthly,5.566666666666666,Job Openings,Rate,Current,Professional and business services,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,5.466666666666666,Job Openings,Rate,Current,Private education and health services,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,5.333333333333333,Job Openings,Rate,Current,Leisure and hospitality,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,5,Job Openings,Rate,Current,Information,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,4.866666666666667,Job Openings,Rate,Current,Other services,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,4.433333333333334,Job Openings,Rate,Current,Financial activities,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,4.3999999999999995,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,3.533333333333333,Job Openings,Rate,Current,Government,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,3.466666666666667,Job Openings,Rate,Current,"Trade, transportation, and utilities",All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,3.1,Job Openings,Rate,Current,Manufacturing,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,3.033333333333333,Job Openings,Rate,Current,Construction,All size classes,Nation,US,Seasonally Adjusted,Bar
2025-04-01,Monthly,2.9,Job Openings,Rate,Current,Mining and logging,All size classes,Nation,US,Seasonally Adjusted,Bar
