date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-03-01,Monthly,0.1875,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Arizona,Seasonally Adjusted,Map
2025-03-01,Monthly,0.048780487804878314,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Minnesota,Seasonally Adjusted,Map
2025-03-01,Monthly,0,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Georgia,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.006451612903225934,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Vermont,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.018292682926829062,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Arkansas,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.03205128205128216,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,North Carolina,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.04605263157894757,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Ohio,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.047945205479452024,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,New Jersey,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.059880239520958,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Kentucky,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.07453416149068326,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Alabama,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.08163265306122458,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Utah,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.08666666666666667,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Connecticut,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.09395973154362414,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Indiana,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.09999999999999998,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Florida,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.10126582278481011,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Kansas,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.10497237569060769,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,New Mexico,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.10810810810810823,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,New York,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.11042944785276088,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Idaho,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.11176470588235299,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,North Dakota,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.11333333333333329,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Nevada,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.11627906976744173,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Hawaii,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.12244897959183687,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Iowa,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1228070175438597,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Wyoming,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.12903225806451624,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,California,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1301775147928994,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Missouri,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1311475409836067,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,West Virginia,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.13291139240506333,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Tennessee,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1346153846153847,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Michigan,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.13966480446927354,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Virginia,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.14,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Nebraska,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.14285714285714302,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Rhode Island,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1470588235294119,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Mississippi,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.14906832298136663,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Wisconsin,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1520467836257311,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Massachusetts,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.15340909090909094,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Louisiana,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.16577540106951882,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Montana,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1686746987951807,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Oregon,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.18404907975460116,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,New Hampshire,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.189873417721519,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Pennsylvania,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.19158878504672905,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Alaska,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.1918604651162792,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Maine,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.19259259259259265,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Washington,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.19780219780219788,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Oklahoma,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.22023809523809534,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,South Dakota,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.23076923076923084,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,District of Columbia,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.23699421965317913,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Illinois,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.23958333333333337,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,South Carolina,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.24338624338624348,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Colorado,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.2515723270440252,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Texas,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.3125000000000001,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Delaware,Seasonally Adjusted,Map
2025-03-01,Monthly,-0.39903846153846156,Job Openings,Rate,Year-over-year,Total nonfarm,All size classes,State,Maryland,Seasonally Adjusted,Map
