date,value,dataelement_text,ratelevel_text,industry_text,state_text,sizeclass_text,val_type_text
2024-12-01,2.4933333333333336,Labor Leverage,Ratio,Total nonfarm,Alabama,All size classes,cur_map
2024-12-01,2.3999999999999995,Labor Leverage,Ratio,Total nonfarm,Wyoming,All size classes,cur_map
2024-12-01,2.3666666666666667,Labor Leverage,Ratio,Total nonfarm,Missouri,All size classes,cur_map
2024-12-01,2.263333333333333,Labor Leverage,Ratio,Total nonfarm,Indiana,All size classes,cur_map
2024-12-01,2.2433333333333327,Labor Leverage,Ratio,Total nonfarm,South Carolina,All size classes,cur_map
2024-12-01,2.23,Labor Leverage,Ratio,Total nonfarm,Oklahoma,All size classes,cur_map
2024-12-01,2.22,Labor Leverage,Ratio,Total nonfarm,District of Columbia,All size classes,cur_map
2024-12-01,2.173333333333333,Labor Leverage,Ratio,Total nonfarm,Virginia,All size classes,cur_map
2024-12-01,2.163333333333333,Labor Leverage,Ratio,Total nonfarm,Mississippi,All size classes,cur_map
2024-12-01,2.1533333333333338,Labor Leverage,Ratio,Total nonfarm,Delaware,All size classes,cur_map
2024-12-01,2.133333333333333,Labor Leverage,Ratio,Total nonfarm,West Virginia,All size classes,cur_map
2024-12-01,2.1266666666666665,Labor Leverage,Ratio,Total nonfarm,Arkansas,All size classes,cur_map
2024-12-01,2.1199999999999997,Labor Leverage,Ratio,Total nonfarm,Texas,All size classes,cur_map
2024-12-01,2.1033333333333335,Labor Leverage,Ratio,Total nonfarm,Ohio,All size classes,cur_map
2024-12-01,2.0966666666666662,Labor Leverage,Ratio,Total nonfarm,South Dakota,All size classes,cur_map
2024-12-01,2.0933333333333333,Labor Leverage,Ratio,Total nonfarm,Florida,All size classes,cur_map
2024-12-01,2.0866666666666664,Labor Leverage,Ratio,Total nonfarm,Iowa,All size classes,cur_map
2024-12-01,2.0799999999999996,Labor Leverage,Ratio,Total nonfarm,Wisconsin,All size classes,cur_map
2024-12-01,2.0766666666666667,Labor Leverage,Ratio,Total nonfarm,Minnesota,All size classes,cur_map
2024-12-01,2.05,Labor Leverage,Ratio,Total nonfarm,Oregon,All size classes,cur_map
2024-12-01,2.0433333333333334,Labor Leverage,Ratio,Total nonfarm,Arizona,All size classes,cur_map
2024-12-01,2.026666666666667,Labor Leverage,Ratio,Total nonfarm,Georgia,All size classes,cur_map
2024-12-01,1.99,Labor Leverage,Ratio,Total nonfarm,Kentucky,All size classes,cur_map
2024-12-01,1.9833333333333327,Labor Leverage,Ratio,Total nonfarm,Washington,All size classes,cur_map
2024-12-01,1.9733333333333334,Labor Leverage,Ratio,Total nonfarm,Idaho,All size classes,cur_map
2024-12-01,1.9533333333333334,Labor Leverage,Ratio,Total nonfarm,Alaska,All size classes,cur_map
2024-12-01,1.9533333333333331,Labor Leverage,Ratio,Total nonfarm,North Dakota,All size classes,cur_map
2024-12-01,1.9300000000000004,Labor Leverage,Ratio,Total nonfarm,Hawaii,All size classes,cur_map
2024-12-01,1.9166666666666667,Labor Leverage,Ratio,Total nonfarm,Nebraska,All size classes,cur_map
2024-12-01,1.906666666666666,Labor Leverage,Ratio,Total nonfarm,Tennessee,All size classes,cur_map
2024-12-01,1.8733333333333333,Labor Leverage,Ratio,Total nonfarm,Louisiana,All size classes,cur_map
2024-12-01,1.8633333333333333,Labor Leverage,Ratio,Total nonfarm,New Mexico,All size classes,cur_map
2024-12-01,1.84,Labor Leverage,Ratio,Total nonfarm,Colorado,All size classes,cur_map
2024-12-01,1.8200000000000003,Labor Leverage,Ratio,Total nonfarm,Maryland,All size classes,cur_map
2024-12-01,1.8166666666666664,Labor Leverage,Ratio,Total nonfarm,Montana,All size classes,cur_map
2024-12-01,1.8066666666666666,Labor Leverage,Ratio,Total nonfarm,Nevada,All size classes,cur_map
2024-12-01,1.8033333333333335,Labor Leverage,Ratio,Total nonfarm,New York,All size classes,cur_map
2024-12-01,1.7533333333333327,Labor Leverage,Ratio,Total nonfarm,Utah,All size classes,cur_map
2024-12-01,1.7000000000000002,Labor Leverage,Ratio,Total nonfarm,North Carolina,All size classes,cur_map
2024-12-01,1.6933333333333331,Labor Leverage,Ratio,Total nonfarm,Pennsylvania,All size classes,cur_map
2024-12-01,1.6900000000000002,Labor Leverage,Ratio,Total nonfarm,Kansas,All size classes,cur_map
2024-12-01,1.67,Labor Leverage,Ratio,Total nonfarm,California,All size classes,cur_map
2024-12-01,1.5866666666666667,Labor Leverage,Ratio,Total nonfarm,Illinois,All size classes,cur_map
2024-12-01,1.3666666666666665,Labor Leverage,Ratio,Total nonfarm,Michigan,All size classes,cur_map
2024-12-01,1.3266666666666669,Labor Leverage,Ratio,Total nonfarm,Massachusetts,All size classes,cur_map
2024-12-01,1.3166666666666667,Labor Leverage,Ratio,Total nonfarm,Maine,All size classes,cur_map
2024-12-01,1.2999999999999994,Labor Leverage,Ratio,Total nonfarm,Vermont,All size classes,cur_map
2024-12-01,1.2300000000000002,Labor Leverage,Ratio,Total nonfarm,Connecticut,All size classes,cur_map
2024-12-01,1.21,Labor Leverage,Ratio,Total nonfarm,New Hampshire,All size classes,cur_map
2024-12-01,1.0766666666666667,Labor Leverage,Ratio,Total nonfarm,New Jersey,All size classes,cur_map
2024-12-01,0.9199999999999996,Labor Leverage,Ratio,Total nonfarm,Rhode Island,All size classes,cur_map
