date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-05-01,Monthly,2.4466666666666668,Labor leverage,Ratio,Current,Trail 3,State,South Carolina,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.443333333333333,Labor leverage,Ratio,Current,Trail 3,State,Minnesota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.44,Labor leverage,Ratio,Current,Trail 3,State,Oklahoma,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.4066666666666667,Labor leverage,Ratio,Current,Trail 3,State,Missouri,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.3766666666666665,Labor leverage,Ratio,Current,Trail 3,State,Michigan,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.356666666666667,Labor leverage,Ratio,Current,Trail 3,State,Delaware,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.2933333333333334,Labor leverage,Ratio,Current,Trail 3,State,Texas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.26,Labor leverage,Ratio,Current,Trail 3,State,Oregon,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.2466666666666666,Labor leverage,Ratio,Current,Trail 3,State,Ohio,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.2433333333333336,Labor leverage,Ratio,Current,Trail 3,State,Arkansas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.216666666666667,Labor leverage,Ratio,Current,Trail 3,State,Alabama,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.2100000000000004,Labor leverage,Ratio,Current,Trail 3,State,South Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.186666666666667,Labor leverage,Ratio,Current,Trail 3,State,Indiana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.1833333333333336,Labor leverage,Ratio,Current,Trail 3,State,Utah,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,2.1766666666666663,Labor leverage,Ratio,Current,Trail 3,State,West Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
