date,dataelement_text,ratelevel_text,state_text,Layoffs Rate,Quits Rate,state_abb,fips_code,region_text,val_type_text
2025-01-01,Labor Leverage,Ratio,Rhode Island,2.1666666666666665,1.9666666666666666,RI,44,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,Alaska,1.8,3.4,AK,02,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Montana,1.7,3,MT,30,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Michigan,1.5333333333333332,1.9333333333333333,MI,26,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,North Dakota,1.5,2.3000000000000003,ND,38,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Wyoming,1.5,3.233333333333333,WY,56,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Idaho,1.4333333333333333,2.8000000000000003,ID,16,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Nevada,1.3666666666666665,2.3,NV,32,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,New Jersey,1.3666666666666665,1.5,NJ,34,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,South Dakota,1.3,2.2666666666666666,SD,46,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Vermont,1.3,2.033333333333333,VT,50,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,Louisiana,1.2666666666666666,2.5,LA,22,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Utah,1.2666666666666666,2.2333333333333334,UT,49,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Georgia,1.2333333333333334,2.0666666666666664,GA,13,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Indiana,1.2333333333333334,2.3666666666666667,IN,18,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Kansas,1.2333333333333334,2.066666666666667,KS,20,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Kentucky,1.2,2.1666666666666665,KY,21,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Maine,1.2,2.033333333333333,ME,23,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,New Hampshire,1.2,1.6333333333333335,NH,33,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,California,1.1666666666666667,1.7666666666666666,CA,06,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Tennessee,1.1666666666666667,2.6,TN,47,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Iowa,1.1333333333333335,2.1333333333333333,IA,19,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,New Mexico,1.1333333333333335,2.1666666666666665,NM,35,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Delaware,1.1333333333333333,2.3666666666666667,DE,10,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Nebraska,1.1,1.9000000000000001,NE,31,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,West Virginia,1.1,2.766666666666667,WV,54,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Illinois,1.0999999999999999,1.7333333333333334,IL,17,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Oregon,1.0999999999999999,2.2333333333333334,OR,41,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,South Carolina,1.0999999999999999,2.6333333333333333,SC,45,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Arizona,1.0666666666666667,1.9333333333333336,AZ,04,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Arkansas,1.0666666666666667,2.2666666666666666,AR,05,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Hawaii,1.0666666666666667,1.9666666666666668,HI,15,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Maryland,1.0666666666666667,1.9333333333333333,MD,24,South,cur_scatter
