date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-04-01,Monthly,5.566666666666666,Job openings,Rate,Current,Trail 3,Nation,US,Professional and business services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,5.466666666666666,Job openings,Rate,Current,Trail 3,Nation,US,Private education and health services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,5.333333333333333,Job openings,Rate,Current,Trail 3,Nation,US,Leisure and hospitality,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,5,Job openings,Rate,Current,Trail 3,Nation,US,Information,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,4.866666666666667,Job openings,Rate,Current,Trail 3,Nation,US,Other services,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,4.433333333333334,Job openings,Rate,Current,Trail 3,Nation,US,Financial activities,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,4.3999999999999995,Job openings,Rate,Current,Trail 3,Nation,US,Total nonfarm,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,3.533333333333333,Job openings,Rate,Current,Trail 3,Nation,US,Government,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,3.466666666666667,Job openings,Rate,Current,Trail 3,Nation,US,"Trade, transportation, and utilities",All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,3.1,Job openings,Rate,Current,Trail 3,Nation,US,Manufacturing,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,3.033333333333333,Job openings,Rate,Current,Trail 3,Nation,US,Construction,All size classes,Seasonally adjusted,Bar
2025-04-01,Monthly,2.9,Job openings,Rate,Current,Trail 3,Nation,US,Mining and logging,All size classes,Seasonally adjusted,Bar
